0.000000000000000000e+00,3.532866036996630191e-05
2.839786269825492204e-02,2.974876962519509296e-04
5.679572539650984409e-02,1.500298518334148125e-03
8.519358809476476613e-02,4.711754904591846163e-03
1.135914507930196882e-01,1.239603109221480010e-02
1.419893134912746102e-01,2.622276455383449820e-02
1.703871761895295323e-01,4.740193535965639415e-02
1.987850388877844543e-01,7.620057355264354959e-02
2.271829015860393763e-01,1.187451134825410481e-01
2.555807642842943261e-01,1.699876038882869034e-01
2.839786269825492204e-01,2.272291621283673846e-01
3.123764896808041147e-01,2.941905434987716061e-01
3.407743523790590645e-01,3.712681519500380944e-01
3.691722150773140143e-01,4.533714482552669844e-01
3.975700777755689086e-01,5.325879987653459047e-01
4.259679404738238029e-01,6.126038654717241849e-01
4.543658031720787527e-01,6.895639728110602995e-01
4.827636658703337025e-01,7.582357300283094625e-01
5.111615285685886523e-01,8.188847590250093456e-01
5.395593912668434911e-01,8.729080316720745358e-01
5.679572539650984409e-01,9.159571602306509908e-01
5.963551166633533906e-01,9.483115383716490543e-01
6.247529793616082294e-01,9.716568887434333668e-01
6.531508420598631792e-01,9.875797724093788865e-01
6.815487047581181290e-01,9.962738928225496338e-01
7.099465674563730788e-01,9.995269412614778970e-01
7.383444301546280286e-01,9.984734166707310843e-01
7.667422928528828674e-01,9.946742601613859369e-01
7.951401555511378172e-01,9.891556920548697507e-01
8.235380182493927670e-01,9.830247986093531010e-01
8.519358809476476058e-01,9.771503618964684224e-01
8.803337436459025556e-01,9.722139208624166473e-01
9.087316063441575054e-01,9.684819224632451595e-01
9.371294690424124552e-01,9.661728092287280578e-01
9.655273317406674050e-01,9.654551700129344605e-01
9.939251944389222437e-01,9.662463146571911299e-01
1.022323057137177305e+00,9.683896592425382810e-01
1.050720919835432143e+00,9.716779050420724095e-01
1.079118782533686982e+00,9.755999086617046512e-01
1.107516645231942043e+00,9.798875555623253186e-01
1.135914507930196882e+00,9.842720934236885988e-01
1.164312370628451720e+00,9.884333547201176184e-01
1.192710233326706781e+00,9.906857931351743529e-01
1.221108096024961620e+00,9.908804316498659448e-01
1.249505958723216459e+00,9.908804316498659448e-01
1.277903821421471520e+00,9.908804316498660558e-01
